'5F=9h#6U'		'10'	'3'	'32'	'652150'	'1'	'МАРИИНСК'	'ПР.ЛЕНИНА,22'	'043207001'	'РКЦ МАРИИНСК'	'МАРИИНСК'	'043236000'		'800147'	'00'	'715799'		'(243)22716,23846'		'09800140'	26.01.04			20.01.94		
'BziZKUA*'	'ИСКЛ'	'10'	'3'	'32'	'652380'	'4'	'ПРОМЫШЛЕННАЯ'	'УЛ.ОСТРОВСКОГО,12'	'043207001'	'РКЦ ПРОМЫШЛЕННАЯ'	'ПРОМЫШЛЕННАЯ'	'043226000'		'800170'	'00'	'715869'		'(242)71418,72684'		'36671661'	14.11.07			20.01.94	01.02.08	'NEo)nZR='
'85j#KS0#'		'10'	'3'	'32'	'652010'	'4'	'ЯШКИНО'	'УЛ.СУВОРОВА,1'	'043207001'	'РКЦ ЯШКИНО'	'ЯШКИНО'	'043217000'		'800244'	'00'	'715096'		'(255)51210,21287'		'36671678'	26.01.04			20.01.94		
'8jRt0U=9'		'40'	'2'	'32'	'650002'	'1'	'КЕМЕРОВО-2'		'043207001'	'ПУ БАНКА РОССИИ РЕЧНОЕ'	'БАНКА РОССИИ РЕЧНОЕ'	'043289002'		'951784'	'00'	'215127'		'(3842)642902'		'27616812'	14.01.05			20.01.94		
'Pz?QdR=o'		'00'	'3'	'33'	'610000'	'1'	'КИРОВ'	'УЛ.ДРЕЛЕВСКОГО,27'	'043304001'	'ГРКЦ ГУ БАНКА РОССИИ ПО КИРОВСКОЙ ОБЛ.'	'ГУ БАНКА РОССИИ ПО КИРОВСКОЙ О'	'043304001'		'136004'	'01'	'172433'	'172300'	'(8332)624461,621615'		'09136008'	27.10.03			20.01.94		
'PdWD2T3x'		'32'	'2'	'33'	'610600'	'1'	'КИРОВ'	'УЛ.ДЕРЕНДЯЕВА,25'	'043304001'	'КИРОВСКОЕ ОСБ N 8612'	'КИРОВСКОЕ ОСБ N 8612'	'043304609'	'600164409'	'136004'	'02'	'172290'		'(8332)653366,653877'	'1481/558'	'09136706'	27.10.03		'30101810500000000609'	30.05.94		
'Rzazvlpe'		'20'	'2'	'33'	'610002'	'1'	'КИРОВ'	'УЛ.УРИЦКОГО,40'	'043304001'	'ОАО КБ "ХЛЫНОВ"'	'ХЛЫНОВ'	'043304711'	'700161111'	'136361'	'02'	'172229'		'(8332)673705,675501'	'254'	'10919075'	27.10.03		'30101810100000000711'	20.01.94		
'IA?dT23M'		'20'	'2'	'33'	'610000'	'1'	'КИРОВ'	'УЛ.ЭНГЕЛЬСА,4'	'043304001'	'АКБ "ВЯТКА-БАНК" ОАО'	'ВЯТКА-БАНК'	'043304728'	'700161328'	'136305'	'02'			'(8332)650282,651990'	'902'	'09136304'	27.10.03		'30101810300000000728'	20.01.94		
'w(McHe@B'		'30'	'2'	'33'	'610005'	'1'	'КИРОВ'	'УЛ.МОПРА,113-А'	'043304001'	'Ф. В Г.КИРОВЕ ОАО "БАНК ВТБ СЕВЕРО-ЗАПАД"'	'БАНК ВТБ СЕВЕРО-ЗАПАД'	'043304750'	'700161250'	'136004'	'02'			'(8332)650966,650538'	'439/33'	'10930148'	10.07.07		'30101810200000000750'	20.01.94		
'*=2apEjK'		'30'	'2'	'33'	'610000'	'1'	'КИРОВ'	'УЛ.ЭНГЕЛЬСА,17'	'043304001'	'КИРОВСКИЙ ФИЛИАЛ ОАО АКБ "СВЯЗЬ-БАНК"'	'СВЯЗЬ-БАНК'	'043304763'	'700161263'	'136004'	'02'			'(8332)654164,654257'	'1470/15'	'22970383'	27.10.03		'30101810200000000763'	11.03.94		
'-a4FV6g9'		'40'	'3'	'33'	'613648'	'2'	'ПЕРВОМАЙСКИЙ'	'ЮРЬЯНСКИЙ Р-ОН'	'043304001'	'ПУ БАНКА РОССИИ ПРИГОРОДНОЕ'	'БАНКА РОССИИ ПРИГОРОДНОЕ'	'043380002'		'136480'	'00'			'(8332)351857'			19.10.06			20.01.94		
'n6Hv)S5K'		'10'	'3'	'33'	'612960'	'1'	'ВЯТСКИЕ ПОЛЯНЫ'	'УЛ.МИРА,38А'	'043304001'	'РКЦ ВЯТСКИЕ ПОЛЯНЫ'	'ВЯТСКИЕ ПОЛЯНЫ'	'043382000'		'136093'	'03'	'672375'		'(234)62712,62711'		'32891897'	27.10.03			20.01.94		
'(E5ib+>D'		'10'	'3'	'33'	'613040'	'1'	'КИРОВО-ЧЕПЕЦК'	'УЛ.КИРОВА,23А'	'043304001'	'РКЦ КИРОВО-ЧЕПЕЦК'	'КИРОВО-ЧЕПЕЦК'	'043384000'		'136640'	'02'	'672076'		'(261)36212,36466'		'52357987'	27.10.03			20.01.94		
't<@8HhZA'		'10'	'3'	'33'	'612820'	'1'	'КИРС'	'УЛ.МИЛИЦЕЙСКАЯ,33'	'043304001'	'РКЦ КИРС'	'КИРС'	'043385000'		'136059'	'03'	'172613'		'(239)21144,21224'		'52356232'	27.10.03			20.01.94		
'vdGIw9WO'		'10'	'3'	'33'	'612600'	'1'	'КОТЕЛЬНИЧ'	'УЛ.ЛУНАЧАРСКОГО, 87А'	'043304001'	'РКЦ КОТЕЛЬНИЧ'	'КОТЕЛЬНИЧ'	'043386000'		'136156'	'03'	'172446'		'(242)43201,41282'		'52359395'	27.10.03			20.01.94		
'5mTO4)CR'		'10'	'3'	'33'	'612740'	'1'	'ОМУТНИНСК'	'УЛ.КОКОВИХИНА, 20'	'043304001'	'РКЦ ОМУТНИНСК'	'ОМУТНИНСК'	'043387000'		'136264'	'03'	'172701'		'(252)22057,23249'		'46086706'	27.10.03			20.01.94		
'et@a)rwW'		'10'	'3'	'33'	'613982'	'1'	'ЛУЗА'	'УЛ.ЧАПАЕВА,2А'	'043304001'	'РКЦ ЛУЗА'	'ЛУЗА'	'043388000'		'136532'	'03'	'172445'		'(246)12105,12110'		'52357711'	27.10.03			20.01.94		
'L?4Adkg9'		'10'	'3'	'33'	'613530'	'1'	'УРЖУМ'	'УЛ.БЕЛИНСКОГО, 24'	'043304001'	'РКЦ УРЖУМ'	'УРЖУМ'	'043389000'		'136413'	'03'	'172455'		'(263)21544,22373'		'52356611'	27.10.03			20.01.94		
'!kjswDx7'		'10'	'3'	'33'	'612260'	'1'	'ЯРАНСК'	'УЛ.РАДИНА, 7'	'043304001'	'РКЦ ЯРАНСК'	'ЯРАНСК'	'043391000'		'136509'	'03'	'172117'		'(267)21108,22657'		'52360452'	27.10.03			20.01.94		
'9x(B3ht='		'10'	'3'	'34'	'157500'	'1'	'ШАРЬЯ'	'УЛ.ЛЕНИНА,13'	'043469001'	'РКЦ ШАРЬЯ'	'ШАРЬЯ'	'043413000'		'139261'	'02'	'129872'		'(49449)52062,52056'		'32495948'	17.05.07			20.01.94		
'@u2Cq*S='		'10'	'3'	'34'	'157201'	'1'	'ГАЛИЧ'	'ПЛ.РЕВОЛЮЦИИ,Д.31'	'043469001'	'РКЦ ГАЛИЧ'	'ГАЛИЧ'	'043442000'		'139056'	'01'	'129613'		'(49437)21757,21109'		'32495859'	17.05.07			20.01.94		
'PAhcHqK<'		'10'	'3'	'34'	'157460'	'1'	'МАКАРЬЕВ'	'УЛ.Б.СОВЕТСКАЯ,28'	'043469001'	'РКЦ МАКАРЬЕВ'	'МАКАРЬЕВ'	'043460000'		'139108'	'02'	'129887'		'(49445)55520,55640'		'32495888'	17.05.07			20.01.94		
'Z@C5dST2'		'00'	'4'	'34'	'156961'	'1'	'КОСТРОМА'	'УЛ.КНЯЗЕВА,5/2'	'043469001'	'ГРКЦ ГУ БАНКА РОССИИ ПО КОСТРОМСКОЙ ОБЛ.'	'ГУ БАНКА РОССИИ ПО КОСТРОМСКОЙ'	'043469001'		'139001'	'00'	'129155'	'129770'	'(4942)390208,390226'		'32495820'	26.11.07			20.01.94		
'@0#Zm6)#'		'32'	'2'	'34'	'156005'	'1'	'КОСТРОМА'	'УЛ.НИКИТСКАЯ,33'	'043469001'	'КОСТРОМСКОЕ ОСБ N 8640'	'КОСТРОМСКОЕ ОСБ N 8640'	'043469623'	'600164123'	'139001'	'01'			'(4942)390301'	'1481/623'	'09139403'	17.05.07		'30101810200000000623'	20.01.94		
'f2lE6=a#'		'20'	'2'	'34'	'157801'	'1'	'НЕРЕХТА'	'УЛ.КРАСНОАРМЕЙСКАЯ,15'	'043469001'	'ООО КБ "НЕРЕХТАКОМБАНК"'	'НЕРЕХТАКОМБАНК'	'043469710'	'700161110'	'139120'	'01'			'(49431)75442,75395'	'970'	'09139125'	17.05.07		'30101810100000000710'	20.01.94		
'+UoRhx$b'		'20'	'2'	'45'	'123557'	'1'	'МОСКВА'	'УЛ.КЛИМАШКИНА,21 СТР.1'	'044585000'	'ОАО "ТСБ"'	'ТСБ'	'044585510'			'01'			'(495)2555300,2524209'	'1250'	'09139308'	20.01.06		'30101810300000000510'	20.01.94		
'>v=664Fx'		'20'	'2'	'34'	'156961'	'1'	'КОСТРОМА'	'ПР.МИРА,55'	'043469001'	'ООО КБ "АКСОНБАНК"'	'АКСОНБАНК'	'043469714'	'700161314'	'139324'	'01'	'129779'		'(4942)355544'	'680'	'09139320'	17.05.07		'30101810300000000714'	20.01.94		
'N=p=L!D@'		'20'	'2'	'34'	'156013'	'1'	'КОСТРОМА'	'УЛ.КАЛИНОВСКАЯ,36'	'043469001'	'ООО "КОСТРОМАСЕЛЬКОМБАНК"'	'КОСТРОМАСЕЛЬКОМБАНК'	'043469720'	'700161220'	'139197'	'01'			'(4942)490707,490715'	'1115'	'09139194'	17.05.07		'30101810200000000720'	20.01.94		
'=gWfR=p1'		'10'	'3'	'34'	'157760'	'2'	'ВОХМА'	'УЛ.СОВЕТСКАЯ,51'	'043469001'	'РКЦ ВОХМА'	'ВОХМА'	'043470000'		'139045'	'02'	'129898'		'(49450)21451,21401'		'32495842'	17.05.07			20.01.94		
'5RyydH4<'		'10'	'3'	'34'	'157300'	'1'	'МАНТУРОВО'	'УЛ.ЦЕНТРАЛЬНАЯ,Д.5'	'043469001'	'РКЦ МАНТУРОВО'	'МАНТУРОВО'	'043475000'		'139119'	'01'	'129805'		'(49446)33598,33140'		'32495894'	17.05.07			20.01.94		
'*7CF(Yc?'		'10'	'3'	'34'	'157330'	'1'	'НЕЯ'	'УЛ.СОВЕТСКАЯ,42'	'043469001'	'РКЦ НЕЯ'	'НЕЯ'	'043477000'		'139131'	'02'	'129894'		'(49444)21361,21170'		'32495902'	17.05.07			20.01.94		
'TxS%(Q(1'		'10'	'3'	'34'	'157000'	'1'	'БУЙ'	'УЛ.10 ГОДОВЩИНЫ ОКТЯБРЯ,Д.5'	'043469001'	'РКЦ БУЙ'	'БУЙ'	'043482000'		'139034'	'01'	'129251'		'(49435)42011,42015'		'32495836'	17.05.07			20.01.94		
'zhtcr)Jo'		'20'	'2'	'34'	'156000'	'1'	'КОСТРОМА'	'ПР.ТЕКСТИЛЬЩИКОВ,46'	'043469001'	'ООО ИКБ "СОВКОМБАНК"'	'СОВКОМБАНК'	'043469743'			'01'			'(4942)390909'	'963'	'09139030'	17.05.07		'30101810300000000743'	20.01.94		
'LKXuR0D-'		'00'	'4'	'36'	'443010'	'1'	'САМАРА'	'ВОЛЖСКИЙ ПР.,3'	'043601001'	'ГРКЦ ГУ БАНКА РОССИИ ПО САМАРСКОЙ ОБЛ.'	'ГУ БАНКА РОССИИ ПО САМАРСКОЙ О'	'043601001'		'151001'	'01'	'214366'		'(846)3396591,3320349'		'21264140'	29.10.07	'214366'		20.01.94		
'9ybUcqK0'		'37'	'2'	'36'	'443011'	'1'	'САМАРА'	'УЛ.НОВО-САДОВАЯ,305'	'043601001'	'ПОВОЛЖСКИЙ БАНК СБЕРБАНКА РФ'	'ПОВОЛЖСКИЙ БАНК СБЕРБАНКА РФ'	'043601607'	'600164107'	'151001'	'01'			'(846)9981100,9981119'	'1481/1258'	'09151723'	14.07.05		'30101810200000000607'	20.01.94		
'3zt=TRQ&'		'20'	'2'	'36'	'443099'	'1'	'САМАРА'	'УЛ.КУЙБЫШЕВА,90'	'043601001'	'ОАО КБ "СОЛИДАРНОСТЬ"'	'СОЛИДАРНОСТЬ'	'043601706'	'700161806'	'151001'	'01'	'344288'		'(846)3336385'	'554'	'21291250'	14.07.05		'30101810800000000706'	20.01.94		
'huAov-y$'		'20'	'2'	'36'	'443096'	'1'	'САМАРА'	'УЛ.ВЛАДИМИРСКАЯ/ПОЛЕВАЯ,1А'	'043601001'	'ОАО "ВОЛГО-КАМСКИЙ БАНК"'	'ВОЛГО-КАМСКИЙ БАНК'	'043601709'	'700161709'	'151001'	'01'	'344400'	'344292'	'(846)2639921,2639928'	'282'	'09808755'	15.10.07		'30101810700000000709'	20.01.94		
'9ce7d4Ly'		'20'	'2'	'36'	'445703'	'1'	'ТОЛЬЯТТИ'	'УЛ.КОМСОМОЛЬСКАЯ,88'	'043678000'	'ОАО НТБ'	'ОАО НТБ'	'043678801'			'01'			'(8482)952119'	'3087'	'33561222'	26.10.07		'30101810600000000801'	25.10.94		
'JmEd#SZ-'		'20'	'2'	'36'	'446001'	'1'	'СЫЗРАНЬ'	'УЛ.УЛЬЯНОВСКАЯ,79'	'043606000'	'ЗАО АКБ "ЗЕМСКИЙ БАНК"'	'ЗЕМСКИЙ БАНК'	'043606811'	'800161811'	'151056'	'01'			'(84643)985454'	'2900'	'21301875'	09.11.04		'30101810800000000811'	12.08.94		
'90$w=?=P'		'20'	'2'	'45'	'123018'	'1'	'МОСКВА'	'ЛАЗАРЕВСКИЙ ПЕР.,8'	'044552000'	'ЗАО АКБ "ЛЕПТАБАНК"'	'ЛЕПТАБАНК'	'044552616'			'01'			'(495)6621474'	'2794'	'33556994'	06.11.07		'30101810400000000616'	27.09.94		
'%B81m5OW'		'20'	'2'	'36'	'443100'	'1'	'САМАРА'	'УЛ.МОЛОДОГВАРДЕЙСКАЯ,224'	'043601001'	'ЗАО АКБ "ГАЗБАНК"'	'ГАЗБАНК'	'043601863'	'800161463'	'151001'	'01'			'(846)3379090,3100909'	'2316'	'21182608'	25.04.07		'30101810400000000863'	20.01.94		
'M+J6=oQ='		'20'	'2'	'36'	'443041'	'1'	'САМАРА'	'УЛ.САДОВАЯ,175'	'043601001'	'ООО "ВСБ"'	'ВСБ'	'043601869'	'800161269'	'151001'	'01'			'(846)2420729,2420805'	'2428'	'21194221'	14.07.05		'30101810200000000869'	20.01.94		
'GoBnWxm='		'20'	'2'	'36'	'443023'	'1'	'САМАРА'	'УЛ.ПРОМЫШЛЕННОСТИ,278'	'043601001'	'ОАО ПК "ЭЛКАБАНК"'	'ЭЛКАБАНК'	'043601878'	'800161078'	'151001'	'01'			'(846)2733400,2733401'	'3006'	'33549575'	18.09.06		'30101810000000000878'	27.09.94		
'wswhTg>M'		'10'	'3'	'36'	'443084'	'1'	'САМАРА'	'УЛ. ВОРОНЕЖСКАЯ,192А'	'043601001'	'РКЦ САМАРА'	'САМАРА'	'043602000'		'151012'	'01'			'(846)9535503,9535521'		'09151019'	14.07.05	'214575'		20.01.94		
'>+u>1)wu'		'20'	'2'	'45'	'127051'	'1'	'МОСКВА'	'1-Й КОЛОБОВСКИЙ ПЕР.,11'	'044585000'	'КБ "УНИФИН" ЗАО'	'УНИФИН'	'044585423'			'01'			'(495)7717500'	'2654'	'21293615'	20.01.06		'30101810400000000423'	15.06.94		
'4Qf+S#(d'		'20'	'2'	'36'	'443087'	'1'	'САМАРА'	'ПР.КИРОВА,206'	'043602000'	'ООО "ИПОЗЕМБАНК"'	'ИПОЗЕМБАНК'	'043602830'	'800161130'	'151012'	'01'			'(846)9563433'	'3026'	'33546174'	14.07.05		'30101810100000000830'	22.08.94		
'qge|E1Ds'		'20'	'2'	'36'	'443034'	'1'	'САМАРА'	'ПР.МЕТАЛЛУРГОВ,56'	'043602000'	'ОАО "ВУБ"'	'ВУБ'	'043602921'	'900161221'	'151012'	'01'			'(846)9545064,9545061'	'3089'	'33544005'	14.07.05		'30101810200000000921'	28.02.95		
'J(Z1v?Xm'		'10'	'3'	'36'	'446001'	'1'	'СЫЗРАНЬ'	'УЛ. СОВЕТСКАЯ,27'	'043601001'	'РКЦ СЫЗРАНЬ'	'СЫЗРАНЬ'	'043606000'		'151056'	'01'			'(84643)26189,26803'		'09151054'	13.02.04	'214640'		20.01.94		
'W!P!3#6m'		'30'	'2'	'36'	'446000'	'1'	'СЫЗРАНЬ'	'УЛ.КАРЛА МАРКСА,24'	'043606000'	'ФИЛИАЛ ОАО АВТОВАЗБАНК В Г.СЫЗРАНИ'	'ФИЛИАЛ ОАО АВТОВАЗБАНК В Г.СЫЗ'	'043606734'	'700161034'	'151056'	'01'			'(84643)26246'	'23/4'	'21240323'	27.10.03		'30101810000000000734'	20.01.94		
'24LAM#6='		'10'	'3'	'36'	'446250'	'4'	'БЕЗЕНЧУК'	'УЛ. СОВЕТСКАЯ,56'	'043601001'	'РКЦ БЕЗЕНЧУК'	'БЕЗЕНЧУК'	'043626000'		'151067'	'01'			'(84676)23258'		'21264128'	13.02.04	'214094'		20.01.94		
'85vkGFM1'		'10'	'3'	'36'	'446430'	'1'	'КИНЕЛЬ'	'УЛ. КРЫМСКАЯ,5'	'043601001'	'РКЦ КИНЕЛЬ'	'КИНЕЛЬ'	'043632000'		'151197'	'01'			'(84663)61080,61279'		'21264134'	12.08.05	'344717'		20.01.94		
'T$!?W8L('		'10'	'3'	'36'	'446453'	'1'	'ПОХВИСТНЕВО'	'УЛ. ГАЗОВИКОВ,20'	'043601001'	'РКЦ ПОХВИСТНЕВО'	'ПОХВИСТНЕВО'	'043655000'		'151410'	'01'			'(84656)25050'		'21264157'	13.02.04	'214801'		20.01.94		
'G<L?)hpo'		'10'	'3'	'36'	'446100'	'1'	'ЧАПАЕВСК'	'УЛ.КОМСОМОЛЬСКАЯ,11'	'043601001'	'РКЦ ЧАПАЕВСК'	'ЧАПАЕВСК'	'043657000'		'151562'	'01'			'(84639)22259'		'09151568'	25.11.03	'214021'		20.01.94		
'-g+LA1O3'		'30'	'2'	'36'	'446213'	'1'	'НОВОКУЙБЫШЕВСК'	'УЛ.КИРОВА,31'	'043669000'	'Ф.ОАО КБ"СОЛИДАРНОСТЬ"ВГ.НОВОКУЙБЫШЕВСКЕ'	'СОЛИДАРНОСТЬ'	'043669716'	'700161916'	'151681'	'01'			'(84635)91270'	'554/1'	'42521167'	27.10.03		'30101810900000000716'	20.01.94		
'O?<i4RUe'		'10'	'3'	'36'	'446200'	'1'	'НОВОКУЙБЫШЕВСК'	'УЛ. 50 ЛЕТИЯ НПЗ,1'	'043601001'	'РКЦ НОВОКУЙБЫШЕВСК'	'НОВОКУЙБЫШЕВСК'	'043669000'		'151681'	'01'			'(84635)60160,33709'		'09151686'	13.02.04	'214727'		20.01.94		
'aHv+sI=|'		'10'	'3'	'36'	'446540'	'3'	'СЕРГИЕВСК'	'УЛ. СОВЕТСКАЯ,33'	'043601001'	'РКЦ СЕРГИЕВСК'	'СЕРГИЕВСК'	'043672000'		'151454'	'01'			'(84655)21444,21341'		'21264192'	25.11.03	'214883'		20.01.94		
'x6fqTO=@'		'10'	'3'	'36'	'445038'	'1'	'ТОЛЬЯТТИ'	'УЛ.ЮБИЛЕЙНАЯ,31'	'043601001'	'РКЦ ТОЛЬЯТТИ'	'ТОЛЬЯТТИ'	'043678000'		'151777'	'01'			'(8482)335384,334486'		'09151775'	13.02.04	'290153'		20.01.94		
'RAAHq><)'		'20'	'2'	'36'	'445021'	'1'	'ТОЛЬЯТТИ'	'УЛ.ГОЛОСОВА,26А'	'043678000'	'ОАО АВТОВАЗБАНК'	'ОАО АВТОВАЗБАНК'	'043678700'	'700161400'	'151777'	'01'			'(8482)221447,221277'	'23'	'09806035'	27.10.03		'30101810400000000700'	20.01.94		
'!OKYTp0r'		'20'	'2'	'36'	'446350'	'1'	'ЖИГУЛЕВСК'	'УЛ. ЛЕНИНГРАДСКАЯ, 7'	'043678000'	'ООО "ПОТЕНЦИАЛБАНК"'	'ПОТЕНЦИАЛБАНК'	'043678763'	'700161963'	'151658'	'01'	'214823'		'(84662)21189'	'1019'	'21231784'	27.10.03		'30101810900000000763'	20.01.94		
'BCKkqPaH'		'20'	'2'	'36'	'445009'	'1'	'ТОЛЬЯТТИ'	'УЛ.ГОРЬКОГО,96'	'043678000'	'АКБ "ТОЛЬЯТТИХИМБАНК" (ЗАО)'	'ТОЛЬЯТТИХИМБАНК'	'043678838'	'800161038'	'151777'	'01'			'(8482)718140,718171'	'2507'	'21217985'	13.11.03		'30101810000000000838'	20.01.94		
'yC!&<@27'		'40'	'3'	'36'	'443087'	'1'	'САМАРА'	'УЛ.СТАРА ЗАГОРА,163'	'043601001'	'ПУ БАНКА РОССИИ РЕЧНОЕ'	'БАНКА РОССИИ РЕЧНОЕ'	'043680002'		'951643'	'01'	'344491'		'(846)9531080'			27.07.05			20.01.94		
'(a71!DWI'		'40'	'3'	'36'	'443539'	'2'	'РОЩИНСКИЙ'		'043601001'	'ПУ БАНКА РОССИИ ВЛАДИМИРСКОЕ'	'БАНКА РОССИИ ВЛАДИМИРСКОЕ'	'043683002'		'952222'	'01'			'(846)2720382'			27.07.05			20.09.94		
'?t=L2rd<'		'10'	'3'	'36'	'446305'	'1'	'ОТРАДНЫЙ'	'УЛ. САБИРЗЯНОВА, 22'	'043601001'	'РКЦ ОТРАДНЫЙ'	'ОТРАДНЫЙ'	'043698000'		'151700'	'01'			'(84661)53469'		'21264186'	13.02.04	'214063'		20.01.94		
'o=ZQW5ET'		'10'	'3'	'37'	'641500'	'7'	'ЛЕБЯЖЬЕ'	'УЛ.ПРОЛЕТАРСКАЯ,47'	'043735001'	'РКЦ ЛЕБЯЖЬЕ'	'ЛЕБЯЖЬЕ'	'043707000'		'153151'	'03'	'120073'		'(35237)92311,91287'		'28973454'	08.08.05			20.01.94		
'Fsc-DfB?'		'30'	'2'	'37'	'640020'	'1'	'КУРГАН'	'УЛ.ТОМИНА,45'	'043735001'	'ФКБ "ДРАГОЦЕННОСТИ УРАЛА" ЗАО, Г.КУРГАН'	'ДРАГОЦЕННОСТИ УРАЛА'	'043735860'			'01'			'(3522)417393,425204'	'1214/2'	'57731172'	04.08.05		'30101810000000000860'	29.07.94		
'BMf#*PHW'		'10'	'3'	'37'	'641430'	'1'	'КУРТАМЫШ'	'ПР.ЛЕНИНА,4А'	'043735001'	'РКЦ КУРТАМЫШ'	'КУРТАМЫШ'	'043721000'		'153140'	'03'	'120511'		'(35249)92889,92385'		'28973135'	08.08.05			20.01.94		
'xO<mJ8bB'		'00'	'3'	'37'	'640002'	'1'	'КУРГАН'	'УЛ.КЛИМОВА,58'	'043735001'	'ГРКЦ ГУ БАНКА РОССИИ ПО КУРГАНСКОЙ ОБЛ.'	'ГУ БАНКА РОССИИ ПО КУРГАНСКОЙ'	'043735001'		'153009'	'00'	'120137'		'(3522)495087,495037'		'32619379'	20.04.07			20.01.94		
'c&Hg-9BE'		'32'	'2'	'37'	'640022'	'1'	'КУРГАН'	'УЛ.ГОГОЛЯ,98'	'043735001'	'КУРГАНСКОЕ ОСБ N 8599'	'КУРГАНСКОЕ ОСБ N 8599'	'043735650'	'600164050'	'153504'	'01'			'(3522)489881,489876'	'1481/717'	'09153509'	04.08.05		'30101810100000000650'	20.01.94		
'3<!seC6s'		'20'	'2'	'37'	'640000'	'1'	'КУРГАН'	'УЛ.ГОГОЛЯ,78'	'043735001'	'ОАО АКИБ "КУРГАН"'	'КУРГАН'	'043735830'	'800161730'	'153009'	'01'			'(3522)464290,466076'	'2568'	'28968878'	04.08.05		'30101810700000000830'	20.01.94		
'=|M%fPxE'		'20'	'2'	'37'	'640000'	'1'	'КУРГАН'	'УЛ.ГОГОЛЯ,17/1'	'043735001'	'АКБ КУРГАНПРОМБАНК (ОАО)'	'АКБ КУРГАНПРОМБАНК (ОАО)'	'043735838'	'800161138'	'153441'	'02'	'120258'		'(3522)459292,412594'	'1218'	'09153449'	04.08.05		'30101810100000000838'	20.01.94		
'-?YjW0d&'		'20'	'2'	'37'	'640000'	'1'	'КУРГАН'	'УЛ.ГОГОЛЯ,37А'	'043735001'	'ЗАСКБ "НАДЕЖНОСТЬ" ОАО'	'НАДЕЖНОСТЬ'	'043735844'	'800161044'	'153009'	'01'			'(3522)433552,433431'	'2425'	'29715978'	04.08.05		'30101810000000000844'	20.01.94		
'KMOC1n?5'		'10'	'3'	'37'	'641870'	'1'	'ШАДРИНСК'	'УЛ.ПИОНЕРСКАЯ,32'	'043735001'	'РКЦ ШАДРИНСК'	'ШАДРИНСК'	'043738000'		'153300'	'03'	'120731'		'(35253)63261,62680'		'28964521'	08.08.05			20.01.94		
'zEwG1(h?'		'10'	'3'	'37'	'641100'	'1'	'ШУМИХА'	'Б-Р 50 ЛЕТ ОКТЯБРЯ,10'	'043735001'	'РКЦ ШУМИХА'	'ШУМИХА'	'043751000'		'153322'	'03'	'120612'		'(35245)21541,21136'		'28973661'	08.08.05			20.01.94		
'?!<BEKN='		'10'	'3'	'37'	'641310'	'3'	'КЕТОВО'	'УЛ.КРАСИНА,12'	'043735001'	'РКЦ КЕТОВО'	'КЕТОВО'	'043764000'		'153407'	'02'	'120725'		'(35231)22250'		'28972970'	08.08.05			20.01.94		
'rI#tbhhT'		'20'	'2'	'37'	'641310'	'3'	'КЕТОВО'	'УЛ.КРАСИНА,19'	'043764000'	'ООО КБ "КЕТОВСКИЙ"'	'КЕТОВСКИЙ'	'043764821'	'800161921'	'153407'	'01'			'(35231)21974,21235'	'842'	'09153403'	12.08.05		'30101810900000000821'	20.01.94		
'CUj8@kgX'		'00'	'3'	'38'	'305000'	'1'	'КУРСК'	'УЛ.М.ГОРЬКОГО,31/8'	'043807001'	'ГРКЦ ГУ БАНКА РОССИИ ПО КУРСКОЙ ОБЛ.'	'ГУ БАНКА РОССИИ ПО КУРСКОЙ ОБЛ'	'043807001'		'155007'	'00'	'137121'		'(4712)566904,562758'		'11082291'	27.01.06			20.01.94		
'-82Tjg%5'		'32'	'2'	'38'	'305004'	'1'	'КУРСК'	'УЛ.ЛЕНИНА,67'	'043807001'	'КУРСКОЕ ОСБ N8596'	'КУРСКОЕ ОСБ N8596'	'043807606'	'600164206'	'155007'	'01'	'137459'		'(4712)557703,567561'	'1481/739'	'09155902'	29.08.06		'30101810300000000606'	20.01.94		
'$=FMjDxZ'		'20'	'2'	'38'	'305000'	'1'	'КУРСК'	'УЛ.ЛЕНИНА,13'	'043807001'	'ОАО "КУРСКПРОМБАНК"'	'КУРСКПРОМБАНК'	'043807708'	'700161808'	'155041'	'01'	'137248'		'(4712)565190,567613'	'735'	'09155046'	27.01.06		'30101810800000000708'	20.01.94		
'(%3RZrKy'		'30'	'2'	'38'	'305004'	'1'	'КУРСК'	'УЛ.ДИМИТРОВА,73'	'043807001'	'КУРСКИЙ ФИЛИАЛ ОАО АКБ "СВЯЗЬ-БАНК"'	'СВЯЗЬ-БАНК'	'043807752'	'700161552'	'155007'	'01'			'(4712)568422,560194'	'1470/7'	'28993110'	27.01.06		'30101810500000000752'	20.01.94		
'K#huuI=4'		'10'	'3'	'38'	'307251'	'1'	'КУРЧАТОВ'	'УЛ.КОСМОНАВТОВ,1'	'043807001'	'РКЦ КУРЧАТОВ'	'КУРЧАТОВ'	'043853000'		'155331'	'02'	'137460'		'(47131)43543,41241'		'11082248'	27.01.06			20.01.94		
'miS*X#12'		'10'	'3'	'38'	'307370'	'1'	'РЫЛЬСК'	'УЛ,К.ЛИБКНЕХТА,5-А'	'043807001'	'РКЦ РЫЛЬСК'	'РЫЛЬСК'	'043870000'		'155472'	'02'	'137146'		'(47152)23404,22899'		'11082225'	27.01.06			20.01.94		
